nodeId,embedding
163,"[0.1126251220703125, -0.1546720266342163]"
164,"[0.1125803291797638, -0.06989982724189758]"
165,"[0.11271470785140991, 0.17578358948230743]"
166,"[0.1126699149608612, -0.23944421112537384]"
167,"[0.11244595795869827, 0.1844167709350586]"
168,"[0.11240116506814957, -0.23081102967262268]"
169,"[0.11253554373979568, 0.014872378669679165]"
170,"[0.11249075829982758, 0.09964457899332047]"
171,"[0.11226679384708405, 0.023505566641688347]"
172,"[0.11222200840711594, 0.10827776044607162]"
173,"[0.11235638707876205, -0.14603883028030396]"
174,"[0.11231158673763275, -0.06126663088798523]"
175,"[0.11208762973546982, -0.1374056488275528]"
176,"[0.1120428517460823, -0.05263344570994377]"
177,"[-2.0803163051605225, 0.9699274897575378]"
178,"[0.11213242262601852, -0.22217783331871033]"
179,"[0.11334177851676941, -0.011027191765606403]"
180,"[0.1132969781756401, 0.0737450048327446]"
181,"[0.11343134939670563, -0.18057158589363098]"
182,"[0.11338657140731812, -0.09579938650131226]"
183,"[0.11316261440515518, -0.17193838953971863]"
184,"[0.11311782151460648, -0.0871662050485611]"
185,"[0.113252192735672, 0.15851721167564392]"
186,"[-2.2897536754608154, 0.5210887789726257]"
187,"[0.11298345029354095, 0.16715039312839508]"
188,"[0.11293865740299225, -0.2480774074792862]"
189,"[0.11307302862405777, -0.0023940037935972214]"
190,"[0.11302824318408966, 0.08237819373607635]"
191,"[0.11280428618192673, 0.006239183712750673]"
192,"[0.11275949329137802, 0.09101139008998871]"
193,"[0.11289387196302414, -0.16330520808696747]"
194,"[0.11284907907247543, -0.07853301614522934]"
195,"[0.11119182407855988, 0.05803832411766052]"
196,"[0.11114703118801117, 0.14281052350997925]"
197,"[0.11128140240907669, -0.11150608211755753]"
198,"[0.11123660951852798, -0.0267338827252388]"
199,"[0.11101266741752625, -0.10287289321422577]"
200,"[0.11096786707639694, -0.018100686371326447]"
201,"[0.11110223829746246, 0.22758272290229797]"
202,"[0.11105745285749435, -0.1876450777053833]"
203,"[0.11083350330591202, 0.23621590435504913]"
204,"[0.11078870296478271, -0.17901189625263214]"
205,"[0.11092307418584824, 0.06667151302099228]"
206,"[0.11087828874588013, 0.1514437049627304]"
207,"[0.11065433919429779, 0.07530469447374344]"
208,"[0.11060953885316849, 0.16007690131664276]"
209,"[0.11074391007423401, -0.09423969686031342]"
210,"[0.1106991320848465, -0.00946749933063984]"
211,"[0.11190847307443619, 0.2016831487417221]"
212,"[-3.376361131668091, 0.7616444826126099]"
213,"[0.1119980588555336, 0.032138753682374954]"
214,"[0.1119532585144043, 0.11691094934940338]"
215,"[0.11172931641340256, 0.04077194258570671]"
216,"[0.11168452352285385, 0.12554414570331573]"
217,"[0.11181889474391937, -0.12877245247364044]"
218,"[0.11177409440279007, -0.044000256806612015]"
219,"[0.11155015230178833, -0.12013927102088928]"
220,"[0.11150535941123962, -0.03536706790328026]"
221,"[-1.8290636539459229, 0.5070993900299072]"
222,"[0.11159493774175644, -0.20491145551204681]"
223,"[0.1113709881901741, 0.21894952654838562]"
224,"[0.1113261952996254, -0.19627827405929565]"
225,"[0.11146056652069092, 0.04940512776374817]"
226,"[0.11141577363014221, 0.1341773271560669]"
227,"[0.12122492492198944, 0.06906593590974808]"
228,"[0.12118014693260193, 0.1538381427526474]"
229,"[0.12131451815366745, -0.10047845542430878]"
230,"[0.12126971781253815, -0.0157062578946352]"
231,"[0.12104577571153641, -0.09184526652097702]"
232,"[0.1210009828209877, -0.0070730713196098804]"
233,"[0.12113534659147263, 0.23861032724380493]"
234,"[0.12109055370092392, -0.17661747336387634]"
235,"[0.12086661159992218, 0.24724352359771729]"
236,"[0.12082181870937347, -0.167984277009964]"
237,"[-1.726644515991211, 0.40930986404418945]"
238,"[0.12091139703989029, 0.16247132420539856]"
239,"[0.12068744748830795, 0.08633231371641159]"
240,"[0.12064265459775925, 0.1711045205593109]"
241,"[0.12077701836824417, -0.08321208506822586]"
242,"[0.12073223292827606, 0.0015601161867380142]"
243,"[0.12194158136844635, 0.21271076798439026]"
244,"[0.12189678847789764, -0.20251703262329102]"
245,"[0.12203116714954376, 0.04316636919975281]"
246,"[0.12198637425899506, 0.12793856859207153]"
247,"[0.12176241725683212, 0.05179956555366516]"
248,"[0.12171763181686401, 0.1365717649459839]"
249,"[0.12185200303792953, -0.11774484068155289]"
250,"[0.12180721759796143, -0.03297264128923416]"
251,"[0.1215832531452179, -0.10911165177822113]"
252,"[0.12153846770524979, -0.024339446797966957]"
253,"[0.12167283892631531, 0.22134394943714142]"
254,"[0.1216280460357666, -0.19388385117053986]"
255,"[0.12140408903360367, 0.22997714579105377]"
256,"[0.12135931104421616, -0.1852506548166275]"
257,"[0.12149368226528168, 0.06043275073170662]"
258,"[0.12144888192415237, 0.14520494639873505]"
259,"[0.11979162693023682, -0.2182237207889557]"
260,"[0.11974683403968811, -0.13345152139663696]"
261,"[0.11988121271133423, 0.11223188042640686]"
262,"[0.11983642727136612, 0.19700407981872559]"
263,"[0.11961246281862259, 0.12086506932973862]"
264,"[0.11956767737865448, 0.20563727617263794]"
265,"[0.1197020560503006, -0.048679325729608536]"
266,"[0.11965726315975189, 0.03609287366271019]"
267,"[0.11943329870700836, -0.04004613682627678]"
268,"[0.11938852071762085, 0.044726062566041946]"
269,"[0.11952289193868637, -0.20959053933620453]"
270,"[0.11947809904813766, -0.1248183324933052]"
271,"[0.11925414204597473, -0.20095734298229218]"
272,"[0.11920935660600662, -0.11618515104055405]"
273,"[0.11934372782707214, 0.12949825823307037]"
274,"[0.11929892748594284, 0.2142704576253891]"
275,"[-0.4517490863800049, -0.25042420625686646]"
276,"[0.12046349048614502, 0.010193303227424622]"
277,"[0.12059786170721054, -0.24412329494953156]"
278,"[0.12055307626724243, -0.15935109555721283]"
279,"[0.1203291192650795, -0.2354900985956192]"
280,"[0.12028432637453079, -0.15071789920330048]"
281,"[0.12041869759559631, 0.09496551007032394]"
282,"[0.1203739121556282, 0.17973770201206207]"
283,"[0.12014996260404587, 0.1035986989736557]"
284,"[0.12010516226291656, 0.18837089836597443]"
285,"[0.12023953348398209, -0.06594570726156235]"
286,"[-1.616661787033081, -0.299960732460022]"
287,"[0.11997079104185104, -0.057312510907649994]"
288,"[0.11992599815130234, 0.027459686622023582]"
289,"[0.12006036937236786, -0.22685691714286804]"
290,"[0.12001559138298035, -0.14208471775054932]"
291,"[-1.631427526473999, 0.2603791356086731]"
292,"[0.11831354349851608, 0.07925882190465927]"
293,"[0.11844790726900101, -0.1750577837228775]"
294,"[0.1184031143784523, -0.09028557687997818]"
295,"[0.11817917227745056, -0.16642458736896515]"
296,"[0.11813437193632126, -0.08165238797664642]"
297,"[0.11826874315738678, 0.1640310138463974]"
298,"[0.11822395771741867, 0.24880321323871613]"
299,"[0.11800000816583633, 0.17266421020030975]"
300,"[0.11795520782470703, -0.24256359040737152]"
301,"[0.11808957904577255, 0.003119807690382004]"
302,"[0.11804480105638504, 0.08789200335741043]"
303,"[0.1178208440542221, 0.011752995662391186]"
304,"[0.1177760437130928, 0.09652519226074219]"
305,"[0.11791042238473892, -0.157791405916214]"
306,"[0.11786563694477081, -0.07301919907331467]"
307,"[0.1190749779343605, 0.13813145458698273]"
308,"[0.1190301924943924, 0.22290365397930145]"
309,"[0.11916456371545792, -0.03141294792294502]"
310,"[0.11911977082490921, 0.053359247744083405]"
311,"[0.11889581382274628, -0.022779762744903564]"
312,"[0.11885102838277817, 0.06199244409799576]"
313,"[0.11898539960384369, -0.19232416152954102]"
314,"[-0.45416295528411865, -0.3181060254573822]"
315,"[0.11871665716171265, -0.18369096517562866]"
316,"[0.11867186427116394, -0.09891877323389053]"
317,"[0.11880623549222946, 0.1467646360397339]"
318,"[0.11876144260168076, 0.2315368354320526]"
319,"[0.11853749305009842, 0.15539783239364624]"
320,"[0.11849270761013031, 0.24017003178596497]"
321,"[0.11862707138061523, -0.014146567322313786]"
322,"[0.11858227849006653, 0.07062563300132751]"
323,"[0.11692502349615097, 0.20719696581363678]"
324,"[0.11688023805618286, -0.2080308496952057]"
325,"[0.11701461672782898, 0.03765256330370903]"
326,"[0.11696981638669968, 0.12242476642131805]"
327,"[0.11674585938453674, 0.04628575220704079]"
328,"[0.11670108139514923, 0.1310579478740692]"
329,"[0.11683545261621475, -0.12325864285230637]"
330,"[0.11679065227508545, -0.03848644718527794]"
331,"[0.11656670272350311, -0.11462545394897461]"
332,"[0.116521917283535, -0.029853258281946182]"
333,"[0.11665628850460052, 0.21583014726638794]"
334,"[0.11661148816347122, -0.19939765334129333]"
335,"[0.11638754606246948, 0.2244633436203003]"
336,"[0.11634275317192078, -0.19076447188854218]"
337,"[0.1164771243929863, 0.05491894111037254]"
338,"[0.116432324051857, 0.13969114422798157]"
339,"[-1.625156283378601, -0.14383263885974884]"
340,"[0.11759688705205917, -0.06438601762056351]"
341,"[0.1177312582731247, 0.1812973916530609]"
342,"[0.11768647283315659, -0.23393040895462036]"
343,"[0.11746251583099365, 0.18993058800697327]"
344,"[0.11741772294044495, -0.225297212600708]"
345,"[0.11755210161209106, 0.020386183634400368]"
346,"[0.11750730872154236, 0.10515838861465454]"
347,"[0.11728335171937943, 0.029019378125667572]"
348,"[0.11723855882883072, 0.1137915775179863]"
349,"[0.11737293750047684, -0.14052502810955048]"
350,"[0.11732814460992813, -0.05575282871723175]"
351,"[0.1171041876077652, -0.13189183175563812]"
352,"[0.11705939471721649, -0.0471196323633194]"
353,"[0.11719377338886261, 0.19856376945972443]"
354,"[0.1171489879488945, -0.21666403114795685]"
355,"[0.12695813179016113, 0.21822457015514374]"
356,"[0.12691335380077362, -0.19700323045253754]"
357,"[0.12704771757125854, 0.04868018254637718]"
358,"[0.12700292468070984, 0.1334523856639862]"
359,"[0.1267789751291275, 0.05731336772441864]"
360,"[0.1267341822385788, 0.14208556711673737]"
361,"[0.12686856091022491, -0.11223103106021881]"
362,"[0.1268237680196762, -0.027458829805254936]"
363,"[0.12659981846809387, -0.10359784215688705]"
364,"[0.12655502557754517, -0.01882564276456833]"
365,"[0.1266893893480301, 0.2268577665090561]"
366,"[0.12664459645748138, -0.18837003409862518]"
367,"[0.12642064690589905, 0.23549094796180725]"
368,"[0.12637585401535034, -0.17973685264587402]"
369,"[0.12651023268699646, 0.065946564078331]"
370,"[0.12646543979644775, 0.15071874856948853]"
371,"[0.12767478823661804, -0.13813059031963348]"
372,"[0.12762999534606934, -0.05335839092731476]"
373,"[0.12776437401771545, 0.19232501089572906]"
374,"[0.12771958112716675, -0.2229027897119522]"
375,"[0.1274956315755844, 0.20095819234848022]"
376,"[0.1274508386850357, -0.21426960825920105]"
377,"[0.12758520245552063, 0.03141380473971367]"
378,"[0.12754040956497192, 0.1161860004067421]"
379,"[0.1273164600133896, 0.040046993643045425]"
380,"[0.12727166712284088, 0.12481918931007385]"
381,"[0.127406045794487, -0.12949740886688232]"
382,"[0.1273612529039383, -0.0447252057492733]"
383,"[0.12713730335235596, -0.12086421251296997]"
384,"[0.12709251046180725, -0.036092016845941544]"
385,"[0.12722687423229218, 0.20959138870239258]"
386,"[0.12718209624290466, -0.2056364119052887]"
387,"[0.1255248337984085, -0.06906507909297943]"
388,"[0.1254800409078598, 0.015707114711403847]"
389,"[0.12561441957950592, -0.23860947787761688]"
390,"[0.12556962668895721, -0.15383727848529816]"
391,"[0.12534567713737488, -0.22997629642486572]"
392,"[0.12530088424682617, -0.145204097032547]"
393,"[0.1254352480173111, 0.10047931224107742]"
394,"[0.12539047002792358, 0.18525150418281555]"
395,"[0.12516650557518005, 0.10911250859498978]"
396,"[0.12512172758579254, 0.1938847005367279]"
397,"[0.12525609135627747, -0.06043189391493797]"
398,"[0.12521129846572876, 0.024340303614735603]"
399,"[0.12498734891414642, -0.051798708736896515]"
400,"[0.12494255602359772, 0.03297349810600281]"
401,"[0.12507693469524384, -0.22134310007095337]"
402,"[0.12503214180469513, -0.13657090067863464]"
403,"[0.12624149024486542, 0.07457975298166275]"
404,"[0.1261966973543167, 0.15935194492340088]"
405,"[0.12633106112480164, -0.0949646532535553]"
406,"[0.12628628313541412, -0.01019244734197855]"
407,"[0.1260623186826706, -0.08633145689964294]"
408,"[0.12601754069328308, -0.0015592596028000116]"
409,"[0.126151904463768, 0.2441241443157196]"
410,"[0.1261071115732193, -0.17110365629196167]"
411,"[0.12588316202163696, -0.24724267423152924]"
412,"[0.12583836913108826, -0.1624704748392105]"
413,"[0.12597274780273438, 0.0832129418849945]"
414,"[0.12592795491218567, 0.16798512637615204]"
415,"[0.12570400536060333, 0.09184612333774567]"
416,"[0.12565921247005463, 0.1766183227300644]"
417,"[0.12579357624053955, -0.07769826799631119]"
418,"[-0.4667690694332123, -0.08982831984758377]"
419,"[0.12409152835607529, 0.1436452567577362]"
420,"[0.12404675036668777, 0.22841745615005493]"
421,"[0.1241811215877533, -0.025899138301610947]"
422,"[0.12413632869720459, 0.05887306109070778]"
423,"[0.12391237169504166, -0.01726595126092434]"
424,"[-0.42829322814941406, -0.013607479631900787]"
425,"[0.12400195747613907, -0.18681034445762634]"
426,"[0.12395715713500977, -0.10203814506530762]"
427,"[0.12373320758342743, -0.17817716300487518]"
428,"[0.12368842214345932, -0.09340496361255646]"
429,"[0.12382279336452484, 0.15227845311164856]"
430,"[0.12377799302339554, 0.2370506376028061]"
431,"[0.1235540434718132, 0.16091163456439972]"
432,"[0.12350925803184509, 0.24568383395671844]"
433,"[0.12364362925291061, -0.008632763288915157]"
434,"[0.12359883636236191, 0.07613944262266159]"
435,"[0.12480819225311279, -0.2127099186182022]"
436,"[0.12476339191198349, -0.12793771922588348]"
437,"[0.12489776313304901, 0.11774569749832153]"
438,"[0.1248529776930809, 0.20251788198947906]"
439,"[0.12462902069091797, 0.1263788789510727]"
440,"[0.12458422780036926, 0.21115107834339142]"
441,"[0.12471859902143478, -0.04316551238298416]"
442,"[0.12467382103204727, 0.041606687009334564]"
443,"[0.12444985657930374, -0.034532323479652405]"
444,"[0.12440506368875504, 0.05023987218737602]"
445,"[0.12453944236040115, -0.20407672226428986]"
446,"[0.12449465692043304, -0.11930452287197113]"
447,"[0.12427069246768951, -0.1954435408115387]"
448,"[0.12422589957714081, -0.11067133396863937]"
449,"[0.12436028569936752, 0.13501207530498505]"
450,"[0.12431549280881882, 0.21978425979614258]"
451,"[0.12265823781490326, -0.14364440739154816]"
452,"[0.12261343747377396, -0.05887220427393913]"
453,"[0.12274780869483948, 0.18681120872497559]"
454,"[0.12270303070545197, -0.22841660678386688]"
455,"[0.12247907370328903, 0.19544439017772675]"
456,"[-0.8748612999916077, -0.20781588554382324]"
457,"[0.12256865203380585, 0.025899995118379593]"
458,"[0.12252386659383774, 0.11067219078540802]"
459,"[0.12229990214109421, 0.03453318029642105]"
460,"[0.1222551167011261, 0.11930537968873978]"
461,"[0.12238948792219162, -0.1350112110376358]"
462,"[0.12234470248222351, -0.050239015370607376]"
463,"[0.12212074548006058, -0.12637802958488464]"
464,"[0.12207595258951187, -0.04160583019256592]"
465,"[0.12221033126115799, 0.2040775865316391]"
466,"[0.12216553837060928, -0.21115022897720337]"
467,"[0.12337488681077957, 4.3201140442761243e-7]"
468,"[0.12333009392023087, 0.08477263152599335]"
469,"[0.12346446514129639, -0.16954396665096283]"
470,"[0.12341967225074768, -0.0847717747092247]"
471,"[0.12319572269916534, -0.16091078519821167]"
472,"[0.12315093725919724, -0.07613857835531235]"
473,"[0.12328530102968216, 0.16954483091831207]"
474,"[0.12324050813913345, -0.2456829845905304]"
475,"[0.12301656603813171, 0.17817801237106323]"
476,"[0.12297177314758301, -0.23704978823661804]"
477,"[0.12310613691806793, 0.008633619174361229]"
478,"[0.12306134402751923, 0.0934058204293251]"
479,"[0.12283740192651749, 0.017266806215047836]"
480,"[0.12279260158538818, 0.10203900188207626]"
481,"[0.1229269728064537, -0.15227758884429932]"
482,"[0.1228821873664856, -0.06750538945198059]"
483,"[0.13269133865833282, -0.13261678814888]"
484,"[0.13264654576778412, -0.04784458875656128]"
485,"[0.13278092443943024, 0.19783881306648254]"
486,"[0.13273613154888153, -0.21738898754119873]"
487,"[0.1325121819972992, 0.2064720094203949]"
488,"[0.1324673891067505, -0.20875579118728638]"
489,"[0.1326017677783966, 0.03692761808633804]"
490,"[0.1325569748878479, 0.12169981002807617]"
491,"[0.13233301043510437, 0.0455608069896698]"
492,"[0.13228823244571686, 0.13033299148082733]"
493,"[0.13242259621620178, -0.12398359924554825]"
494,"[0.13237780332565308, -0.039211392402648926]"
495,"[0.13215385377407074, -0.1153504028916359]"
496,"[0.13210906088352203, -0.03057820536196232]"
497,"[0.13224343955516815, 0.21510519087314606]"
498,"[0.13219864666461945, -0.20012260973453522]"
499,"[0.13340799510478973, 0.011028047651052475]"
500,"[0.13336320221424103, 0.0958002358675003]"
501,"[-0.9380860924720764, -0.49430152773857117]"
502,"[0.13345278799533844, -0.07374414801597595]"
503,"[0.1332288384437561, -0.14988316595554352]"
504,"[0.1331840455532074, -0.0651109591126442]"
505,"[0.13331840932369232, 0.18057243525981903]"
506,"[0.13327361643314362, -0.23465536534786224]"
507,"[0.13304966688156128, 0.18920563161373138]"
508,"[0.13300487399101257, -0.2260221689939499]"
509,"[0.1331392526626587, 0.019661234691739082]"
510,"[0.13309445977210999, 0.10443342477083206]"
511,"[0.13287051022052765, 0.02829442359507084]"
512,"[0.13282571732997894, 0.11306662112474442]"
513,"[0.13296008110046387, -0.14124996960163116]"
514,"[0.13291530311107635, -0.05647777393460274]"
515,"[0.1312580406665802, 0.08009355515241623]"
516,"[0.1312132477760315, 0.16486574709415436]"
517,"[0.1313476264476776, -0.08945084363222122]"
518,"[0.1313028335571289, -0.004678642842918634]"
519,"[0.13107888400554657, -0.08081765472888947]"
520,"[-0.3495008945465088, 0.0908738374710083]"
521,"[0.1311684548854828, 0.24963794648647308]"
522,"[0.13112367689609528, -0.1655898541212082]"
523,"[0.13089971244335175, -0.24172885715961456]"
524,"[0.13085491955280304, -0.15695665776729584]"
525,"[0.13098929822444916, 0.08872674405574799]"
526,"[0.13094450533390045, 0.1734989434480667]"
527,"[0.13072055578231812, 0.09735993295907974]"
528,"[0.1306757628917694, 0.18213212490081787]"
529,"[-2.782541036605835, 0.0191518422216177]"
530,"[0.13076534867286682, 0.012587739154696465]"
531,"[0.1319746971130371, 0.2237383872270584]"
532,"[0.1319299042224884, -0.19148941338062286]"
533,"[0.13206426799297333, 0.05419399216771126]"
534,"[0.13201949000358582, 0.13896618783473969]"
535,"[0.13179552555084229, 0.06282717734575272]"
536,"[0.13175073266029358, 0.14759936928749084]"
537,"[0.1318851113319397, -0.10671721398830414]"
538,"[0.131840318441391, -0.02194501832127571]"
539,"[0.13161636888980865, -0.09808402508497238]"
540,"[0.13157157599925995, -0.013311830349266529]"
541,"[0.13170595467090607, 0.23237156867980957]"
542,"[0.13166116178035736, -0.1828562319278717]"
543,"[0.13143719732761383, 0.24100476503372192]"
544,"[0.13139241933822632, -0.17422303557395935]"
545,"[0.13152678310871124, 0.07146036624908447]"
546,"[-1.7114555835723877, -0.48919281363487244]"
547,"[0.12982474267482758, -0.20719610154628754]"
548,"[0.12977994978427887, -0.12242390960454941]"
549,"[0.129914328455925, 0.12325949221849442]"
550,"[0.12986953556537628, 0.20803169906139374]"
551,"[0.12964557111263275, 0.13189268112182617]"
552,"[0.12960079312324524, 0.2166648805141449]"
553,"[0.12973515689373016, -0.03765171021223068]"
554,"[-0.6472363471984863, -0.18508696556091309]"
555,"[-0.9474822878837585, -0.4306047856807709]"
556,"[0.12942162156105042, 0.0557536855340004]"
557,"[0.12955600023269653, -0.19856292009353638]"
