nodeId,embedding
558,"[0.12951120734214783, -0.11379072070121765]"
559,"[0.1292872577905655, -0.18992972373962402]"
560,"[0.12924246490001678, -0.1051575317978859]"
561,"[0.1293768286705017, 0.14052587747573853]"
562,"[0.129332035779953, 0.22529807686805725]"
563,"[0.1305413842201233, -0.06355126947164536]"
564,"[0.13049660623073578, 0.021220926195383072]"
565,"[0.1306309700012207, -0.2330956757068634]"
566,"[0.130586177110672, -0.14832347631454468]"
567,"[0.13036222755908966, -0.22446247935295105]"
568,"[0.13031743466854095, -0.13969027996063232]"
569,"[0.13045181334018707, 0.1059931144118309]"
570,"[0.13040702044963837, 0.19076532125473022]"
571,"[0.13018307089805603, 0.11462630331516266]"
572,"[0.13013827800750732, 0.19939850270748138]"
573,"[0.13027264177799225, -0.0549180842936039]"
574,"[0.13022784888744354, 0.02985411509871483]"
575,"[0.1300038993358612, -0.04628489539027214]"
576,"[0.1299591064453125, 0.03848730027675629]"
577,"[0.13009348511695862, -0.2158292979001999]"
578,"[0.1300486922264099, -0.13105709850788116]"
579,"[0.12839144468307495, 0.00551423616707325]"
580,"[-0.3929581046104431, 0.12407786399126053]"
581,"[0.12848101556301117, -0.16403016448020935]"
582,"[0.12843622267246246, -0.07925796508789062]"
583,"[0.12821227312088013, -0.155396968126297]"
584,"[0.12816748023033142, -0.07062477618455887]"
585,"[0.12830185890197754, 0.17505863308906555]"
586,"[0.12825706601142883, -0.24016916751861572]"
587,"[0.1280331164598465, 0.1836918145418167]"
588,"[0.1279883235692978, -0.23153598606586456]"
589,"[-3.0120229721069336, 1.086066722869873]"
590,"[0.1280779093503952, 0.09891963005065918]"
591,"[-2.432716131210327, 0.0244881734251976]"
592,"[0.12780916690826416, 0.10755281895399094]"
593,"[0.12794353067874908, -0.14676378667354584]"
594,"[0.12789873778820038, -0.06199158728122711]"
595,"[0.12910808622837067, 0.14915905892848969]"
596,"[0.12906329333782196, 0.2339312583208084]"
597,"[0.12919767200946808, -0.02038532681763172]"
598,"[0.12915287911891937, 0.06438687443733215]"
599,"[0.12892892956733704, -0.01175213884562254]"
600,"[0.12888413667678833, 0.07302005589008331]"
601,"[0.12901851534843445, -0.18129654228687286]"
602,"[0.12897372245788574, -0.09652433544397354]"
603,"[0.1287497580051422, -0.1726633459329605]"
604,"[-2.7883360385894775, 0.4824064075946808]"
605,"[0.12883934378623962, 0.15779225528240204]"
606,"[0.12879455089569092, 0.24256445467472076]"
607,"[0.12857060134410858, 0.1664254367351532]"
608,"[0.12852580845355988, -0.24880236387252808]"
609,"[0.128660187125206, -0.003118951106444001]"
610,"[0.1286153942346573, 0.08165324479341507]"
611,"[0.09255890548229218, -0.17672725021839142]"
612,"[0.09251412004232407, -0.09195505082607269]"
613,"[0.09264848381280899, 0.15372835099697113]"
614,"[-3.0164198875427246, 1.0236676931381226]"
615,"[0.09237974882125854, 0.1623615324497223]"
616,"[0.09233494848012924, 0.24713373184204102]"
617,"[0.09246931970119476, -0.0071828532963991165]"
618,"[0.09242452681064606, 0.07758934795856476]"
619,"[0.09220058470964432, 0.0014503340935334563]"
620,"[0.09215578436851501, 0.08622252941131592]"
621,"[0.09229015558958054, -0.16809406876564026]"
622,"[0.09224537760019302, -0.08332186192274094]"
623,"[0.09202142059803009, -0.1594608724117279]"
624,"[0.09197662025690079, -0.07468867301940918]"
625,"[0.09211099147796631, 0.17099472880363464]"
626,"[0.0920662134885788, -0.24423307180404663]"
627,"[0.09327555447816849, -0.033082421869039536]"
628,"[0.09323076903820038, 0.05168977379798889]"
629,"[0.0933651402592659, -0.20262682437896729]"
630,"[0.0933203399181366, -0.11785461753606796]"
631,"[0.09309639036655426, -0.19399362802505493]"
632,"[0.09305160492658615, -0.1092214360833168]"
633,"[0.09318597614765167, 0.13646197319030762]"
634,"[0.09314118325710297, 0.22123417258262634]"
635,"[0.09291723370552063, 0.14509515464305878]"
636,"[0.09287244081497192, 0.2298673540353775]"
637,"[0.09300681203603745, -0.024449234828352928]"
638,"[0.09296201914548874, 0.060322970151901245]"
639,"[0.0927380695939064, -0.015816040337085724]"
640,"[0.0926932841539383, 0.068956159055233]"
641,"[0.09282764792442322, -0.18536044657230377]"
642,"[0.09278285503387451, -0.10058824717998505]"
643,"[0.09112560003995895, 0.035983093082904816]"
644,"[0.09108081459999084, 0.12075529247522354]"
645,"[0.09121518582105637, -0.13356131315231323]"
646,"[0.09117040038108826, -0.04878910630941391]"
647,"[0.09094643592834473, -0.12492811679840088]"
648,"[0.09090165793895721, -0.04015591740608215]"
649,"[0.09103602916002274, 0.20552748441696167]"
650,"[0.09099122881889343, -0.2097003161907196]"
651,"[0.0907672718167305, 0.21416066586971283]"
652,"[0.09072249382734299, -0.20106713473796844]"
653,"[0.09085686504840851, 0.044616278260946274]"
654,"[0.0908120647072792, 0.1293884813785553]"
655,"[0.09058811515569687, 0.05324946716427803]"
656,"[-2.737180233001709, 0.4573928415775299]"
657,"[0.09067770093679428, -0.11629492789506912]"
658,"[0.09063290059566498, -0.031522732228040695]"
659,"[0.09184225648641586, 0.1796279102563858]"
660,"[0.09179746359586716, -0.23559989035129547]"
661,"[0.09193183481693268, 0.010083521716296673]"
662,"[0.09188704937696457, 0.09485571831464767]"
663,"[0.09166308492422104, 0.018716709688305855]"
664,"[0.09161829948425293, 0.10348891466856003]"
665,"[0.09175267070531845, -0.15082769095897675]"
666,"[0.09170788526535034, -0.06605549156665802]"
667,"[0.09148392826318741, -0.1421944946050644]"
668,"[0.0914391353726387, -0.05742230266332626]"
669,"[0.09157351404428482, 0.18826110661029816]"
670,"[0.09152872115373611, -0.22696669399738312]"
671,"[0.09130476415157318, 0.19689428806304932]"
672,"[0.09125997126102448, -0.21833351254463196]"
673,"[0.0913943499326706, 0.02734990417957306]"
674,"[0.09134956449270248, 0.11212210357189178]"
675,"[0.08969230949878693, 0.24869342148303986]"
676,"[0.08964750915765762, -0.16653437912464142]"
677,"[0.08978188037872314, 0.0791490375995636]"
678,"[0.08973709493875504, 0.16392123699188232]"
679,"[0.0895131453871727, 0.08778222650289536]"
680,"[0.0894683450460434, 0.17255441844463348]"
681,"[0.08960271626710892, -0.08176217973232269]"
682,"[0.08955793082714081, 0.0030100257135927677]"
683,"[0.08933397382497787, -0.07312898337841034]"
684,"[0.08928918093442917, 0.011643213219940662]"
685,"[0.08942355215549469, -0.2426733821630478]"
686,"[0.08937877416610718, -0.15790118277072906]"
687,"[0.08915480971336365, -0.23404020071029663]"
688,"[0.08911001682281494, -0.1492680013179779]"
689,"[0.08924440294504166, 0.09641540795564651]"
690,"[0.08919961005449295, 0.18118761479854584]"
691,"[0.09040895849466324, -0.10766173899173737]"
692,"[0.09036416560411453, -0.02288954332470894]"
693,"[0.09049852937459946, 0.22279386222362518]"
694,"[0.09045374393463135, -0.1924339383840561]"
695,"[0.09022979438304901, 0.23142704367637634]"
696,"[0.0901850014925003, -0.18380075693130493]"
697,"[0.09031936526298523, 0.06188265234231949]"
698,"[0.09027457982301712, 0.1466548591852188]"
699,"[0.09005063027143478, 0.07051584869623184]"
700,"[0.09000583738088608, 0.15528804063796997]"
701,"[0.0901402086019516, -0.0990285575389862]"
702,"[0.0900954157114029, -0.014256356284022331]"
703,"[0.08987146615982056, -0.09039536863565445]"
704,"[0.08982667326927185, -0.005623169243335724]"
705,"[0.08996104449033737, 0.2400602400302887]"
706,"[0.08991625905036926, -0.17516756057739258]"
707,"[0.08825899660587311, -0.03859623521566391]"
708,"[0.088214211165905, 0.04617597162723541]"
709,"[0.08834858983755112, -0.20814062654972076]"
710,"[0.08830378949642181, -0.12336843460798264]"
711,"[0.08807983994483948, -0.1995074450969696]"
712,"[0.08803505450487137, -0.11473524570465088]"
713,"[0.08816941827535629, 0.13094817101955414]"
714,"[0.08812462538480759, 0.21572035551071167]"
715,"[0.08790068328380585, 0.1395813524723053]"
716,"[0.08785589039325714, 0.22435355186462402]"
717,"[0.08799025416374207, -0.029963040724396706]"
718,"[0.08794546127319336, 0.05480915680527687]"
719,"[0.08772151917219162, -0.02132985182106495]"
720,"[0.08767672628164291, 0.06344234198331833]"
721,"[0.08781109005212784, -0.19087424874305725]"
722,"[-0.9599791765213013, -0.4535484313964844]"
723,"[0.08897564560174942, 0.10504859685897827]"
724,"[0.08893086016178131, 0.189820796251297]"
725,"[0.08906523883342743, -0.06449579447507858]"
726,"[0.08902044594287872, 0.020276401191949844]"
727,"[0.08879648894071579, -0.055862609297037125]"
728,"[0.08875170350074768, 0.02890958823263645]"
729,"[0.0888860747218132, -0.22540700435638428]"
730,"[0.0888412818312645, -0.14063480496406555]"
731,"[0.08861732482910156, -0.21677382290363312]"
732,"[0.08857253938913345, -0.1320016235113144]"
733,"[0.08870691061019897, 0.11368178576231003]"
734,"[0.08866211026906967, 0.19845397770404816]"
735,"[0.08843816071748734, 0.12231498211622238]"
736,"[0.08839337527751923, 0.2070871740579605]"
737,"[0.08852774649858475, -0.047229424118995667]"
738,"[0.08848295360803604, 0.03754277527332306]"
739,"[0.09829210489988327, -0.02756861224770546]"
740,"[0.09824731945991516, 0.05720357969403267]"
741,"[0.09838169813156128, -0.1971130073070526]"
742,"[0.09833690524101257, -0.11234080791473389]"
743,"[0.09811294078826904, -0.18847982585430145]"
744,"[0.09806816279888153, -0.10370761901140213]"
745,"[0.09820253401994705, 0.1419757753610611]"
746,"[0.09815773367881775, 0.22674797475337982]"
747,"[0.09793378412723541, 0.15060897171497345]"
748,"[0.0978889986872673, 0.23538117110729218]"
749,"[0.09802336990833282, -0.018935423344373703]"
750,"[0.09797856956720352, 0.06583676487207413]"
751,"[0.09775462001562119, -0.010302236303687096]"
752,"[0.09770983457565308, 0.07446995377540588]"
753,"[0.0978442057967186, -0.1798466295003891]"
754,"[0.09779941290616989, -0.09507443755865097]"
755,"[0.09900876879692078, 0.11607621610164642]"
756,"[0.09896396845579147, 0.20084841549396515]"
757,"[0.099098339676857, -0.05346818268299103]"
758,"[0.09905355423688889, 0.031304024159908295]"
759,"[0.09882960468530655, -0.044834986329078674]"
760,"[0.09878480434417725, 0.03993721306324005]"
761,"[0.09891917556524277, -0.21437938511371613]"
762,"[0.09887439012527466, -0.1296071857213974]"
763,"[0.09865043312311172, -0.20574620366096497]"
764,"[0.09860564023256302, -0.12097399681806564]"
765,"[0.09874001890420914, 0.12470940500497818]"
766,"[0.09869523346424103, 0.2094815969467163]"
767,"[0.0984712690114975, 0.13334259390830994]"
768,"[0.09842647612094879, 0.21811479330062866]"
769,"[0.09856085479259491, -0.03620179742574692]"
770,"[0.0985160693526268, 0.04857039079070091]"
771,"[0.09685881435871124, 0.18514172732830048]"
772,"[0.09681401401758194, -0.2300860732793808]"
773,"[0.09694838523864746, 0.015597333200275898]"
774,"[0.09690360724925995, 0.10036952048540115]"
775,"[0.09667965024709702, 0.02423052117228508]"
776,"[0.09663484990596771, 0.10900270938873291]"
777,"[0.09676922112703323, -0.14531387388706207]"
778,"[0.09672444313764572, -0.060541678220033646]"
779,"[0.09650048613548279, -0.1366806924343109]"
780,"[0.09645569324493408, -0.05190848931670189]"
781,"[0.0965900644659996, 0.19377490878105164]"
782,"[0.0965452790260315, -0.22145289182662964]"
783,"[0.09632131457328796, 0.202408105134964]"
784,"[0.09627652913331985, -0.21281969547271729]"
785,"[0.09641090780496597, 0.03286370635032654]"
786,"[0.09636611491441727, 0.11763589829206467]"
787,"[0.09757546335458755, -0.17121344804763794]"
788,"[0.09753067046403885, -0.08644124865531921]"
789,"[0.09766504168510437, 0.1592421531677246]"
790,"[0.09762024879455566, 0.24401435256004333]"
791,"[0.09739629924297333, 0.16787534952163696]"
792,"[0.09735151380300522, -0.2473524510860443]"
793,"[0.09748587757349014, -0.0016690491465851665]"
794,"[0.09744108468294144, 0.08310315012931824]"
795,"[0.0972171351313591, 0.006964145693928003]"
796,"[0.09717234969139099, 0.09173633903265]"
797,"[0.09730671346187592, -0.16258025169372559]"
798,"[0.09726192057132721, -0.07780805975198746]"
799,"[0.09703797847032547, -0.15394707024097443]"
800,"[0.09699317812919617, -0.0691748633980751]"
801,"[0.09712754935026169, 0.17650853097438812]"
802,"[0.09708275645971298, -0.23871926963329315]"
803,"[0.09542550146579742, -0.10214792937040329]"
804,"[0.09538072347640991, -0.017375731840729713]"
805,"[0.09551509469747543, 0.22830766439437866]"
806,"[0.09547029435634613, -0.1869201362133026]"
807,"[0.09524635225534439, 0.23694086074829102]"
808,"[0.09520155936479568, -0.17828693985939026]"
809,"[0.0953359305858612, 0.06739646196365356]"
810,"[0.0952911302447319, 0.1521686613559723]"
811,"[0.09506718814373016, 0.07602965086698532]"
812,"[0.09502239525318146, 0.16080184280872345]"
813,"[0.09515675902366638, -0.09351474046707153]"
814,"[0.09511196613311768, -0.008742544800043106]"
815,"[0.09488802403211594, -0.08488155901432037]"
816,"[0.09484323114156723, -0.00010935752652585506]"
817,"[0.09497759491205215, 0.24557404220104218]"
818,"[0.09493280947208405, -0.1696537584066391]"
819,"[0.09614215791225433, 0.041496895253658295]"
820,"[0.09609736502170563, 0.12626908719539642]"
821,"[0.09623174369335175, -0.12804749608039856]"
822,"[0.09618695080280304, -0.04327530413866043]"
823,"[0.0959629938006401, -0.1194143146276474]"
824,"[0.0959182009100914, -0.034642115235328674]"
825,"[0.09605257958173752, 0.21104128658771515]"
826,"[0.09600779414176941, -0.20418651401996613]"
827,"[0.09578382968902588, 0.2196744829416275]"
828,"[0.09573904424905777, -0.19555331766605377]"
829,"[0.09587341547012329, 0.05013009160757065]"
830,"[0.09582862257957458, 0.13490228354930878]"
831,"[0.09560466557741165, 0.058763276785612106]"
832,"[0.09555988013744354, 0.14353546500205994]"
833,"[0.09569425880908966, -0.11078112572431564]"
834,"[0.09564945846796036, -0.02600892074406147]"
835,"[0.0939922034740448, 0.11056241393089294]"
836,"[0.0939474105834961, 0.19533459842205048]"
837,"[0.09408178925514221, -0.05898198485374451]"
838,"[0.0940370038151741, 0.02579021267592907]"
839,"[0.09381303936243057, -0.05034879967570305]"
840,"[0.09376824647188187, 0.03442339971661568]"
841,"[0.09390263259410858, -0.2198932021856308]"
842,"[0.09385783970355988, -0.13512100279331207]"
843,"[0.09363387525081635, -0.21126000583171844]"
844,"[0.09358908981084824, -0.12648780643939972]"
845,"[0.09372346848249435, 0.11919558793306351]"
846,"[-1.5700510740280151, 1.0407932996749878]"
847,"[0.09345471858978271, 0.12782877683639526]"
848,"[0.0934099331498146, 0.212600976228714]"
849,"[0.09354430437088013, -0.04171561077237129]"
850,"[0.09349950402975082, 0.043056588619947433]"
851,"[0.09470885992050171, -0.24579276144504547]"
852,"[0.0946640595793724, -0.16102056205272675]"
853,"[0.09479843825101852, 0.08466283977031708]"
854,"[0.09475364536046982, 0.1694350391626358]"
855,"[0.09452969580888748, 0.09329603612422943]"
856,"[0.09448490291833878, 0.17806822061538696]"
857,"[0.0946192741394043, -0.07624837011098862]"
858,"[0.09457448869943619, 0.008523830212652683]"
859,"[0.09435053914785385, -0.06761518120765686]"
860,"[0.09430573880672455, 0.017157025635242462]"
861,"[0.09444011002779007, -0.2371595799922943]"
862,"[0.09439532458782196, -0.15238738059997559]"
863,"[0.09417137503623962, -0.22852638363838196]"
864,"[0.09412657469511032, -0.14375418424606323]"
865,"[0.09426094591617584, 0.10192922502756119]"
866,"[0.09421616047620773, 0.18670141696929932]"
867,"[0.10402531921863556, 0.1215900182723999]"
868,"[0.10398051887750626, 0.20636221766471863]"
869,"[0.10411489009857178, -0.04795436933636665]"
870,"[0.10407011210918427, 0.036817822605371475]"
871,"[0.10384615510702133, -0.0393211804330349]"
872,"[0.10380136221647263, 0.04545100778341293]"
873,"[0.10393573343753815, -0.20886558294296265]"
874,"[0.10389094799757004, -0.12409338355064392]"
875,"[0.1036669909954071, -0.2002323865890503]"
876,"[0.1036221981048584, -0.11546019464731216]"
877,"[0.10375656932592392, 0.13022321462631226]"
878,"[0.10371178388595581, 0.21499541401863098]"
879,"[0.10348782688379288, 0.13885639607906342]"
880,"[0.10344303399324417, 0.22362859547138214]"
881,"[0.10357740521430969, -0.03068799525499344]"
882,"[0.10353261977434158, 0.05408420413732529]"
883,"[0.10474196076393127, -0.23476514220237732]"
884,"[0.10469718277454376, -0.1499929428100586]"
885,"[0.10483155399560928, 0.09569045901298523]"
886,"[-2.063416004180908, 1.2622495889663696]"
887,"[0.10456281155347824, 0.10432364046573639]"
888,"[0.10451801866292953, 0.18909583985805511]"
889,"[0.10465238243341446, -0.06522074341773987]"
890,"[0.10460758954286575, 0.01955144666135311]"
891,"[0.10438364744186401, -0.05658755823969841]"
892,"[0.10433885455131531, 0.02818463370203972]"
893,"[0.10447321832180023, -0.22613196074962616]"
894,"[0.10442842543125153, -0.14135976135730743]"
895,"[0.10420448333024979, -0.2174987643957138]"
896,"[0.10415969043970108, -0.13272656500339508]"
897,"[0.104294054210186, 0.11295682936906815]"
898,"[-1.6394516229629517, 1.0079103708267212]"
899,"[0.10259201377630234, -0.16569963097572327]"
900,"[0.10254722833633423, -0.08092743903398514]"
901,"[0.10268159955739975, 0.16475597023963928]"
902,"[0.10263679921627045, 0.249528169631958]"
903,"[0.10241284966468811, 0.17338915169239044]"
904,"[0.10236806422472, -0.24183864891529083]"
905,"[0.10250243544578552, 0.0038447550032287836]"
906,"[0.10245764255523682, 0.08861695230007172]"
907,"[0.10223369300365448, 0.012477942742407322]"
908,"[0.10218890011310577, 0.09725014865398407]"
909,"[0.1023232638835907, -0.1570664495229721]"
910,"[0.10227847844362259, -0.07229425013065338]"
911,"[0.10205452889204025, -0.14843325316905975]"
912,"[0.10200974345207214, -0.06366106122732162]"
913,"[0.10214410722255707, 0.1820223480463028]"
914,"[0.10209931433200836, -0.23320545256137848]"
915,"[0.10330866277217865, -0.022054800763726234]"
916,"[0.10326386988162994, 0.06271739304065704]"
917,"[0.10339824855327606, -0.19159920513629913]"
918,"[0.10335346311330795, -0.10682700574398041]"
919,"[-0.7973912954330444, -0.13693919777870178]"
920,"[0.10308470577001572, -0.09819380939006805]"
921,"[0.10321908444166183, 0.14748959243297577]"
922,"[0.10317429900169373, 0.2322617918252945]"
923,"[0.1029503345489502, 0.15612277388572693]"
924,"[0.10290555655956268, 0.24089497327804565]"
925,"[0.1030399277806282, -0.01342162024229765]"
926,"[0.1029951348900795, 0.0713505744934082]"
927,"[0.10277117043733597, -0.004788432270288467]"
928,"[0.10272639244794846, 0.07998376339673996]"
929,"[-0.9944362044334412, 0.03715257719159126]"
930,"[0.10281596332788467, -0.0895606204867363]"
931,"[0.10115870833396912, 0.04701070114970207]"
932,"[0.10111391544342041, 0.1317829042673111]"
933,"[0.10124829411506653, -0.12253368645906448]"
934,"[0.10120350867509842, -0.037761490792036057]"
935,"[0.10097954422235489, -0.11390049755573273]"
936,"[0.10093475878238678, -0.02912830375134945]"
937,"[0.1010691374540329, 0.21655510365962982]"
938,"[0.10102434456348419, -0.19867269694805145]"
939,"[0.10080038756132126, 0.22518828511238098]"
940,"[0.10075559467077255, -0.1900395154953003]"
941,"[-0.9988856315612793, 0.08342326432466507]"
942,"[-1.9994455575942993, 1.1746704578399658]"
943,"[0.10062122344970703, 0.06427708268165588]"
944,"[0.10057643800973892, 0.1490492820739746]"
945,"[0.10071080923080444, -0.10526731610298157]"
946,"[0.10066601634025574, -0.020495114848017693]"
947,"[0.10187536478042603, 0.19065552949905396]"
948,"[0.10183057934045792, -0.22457227110862732]"
949,"[0.10196494311094284, 0.0211111381649971]"
950,"[0.10192015022039413, 0.10588333755731583]"
951,"[0.1016962081193924, 0.029744325205683708]"
952,"[0.10165140777826309, 0.11451652646064758]"
953,"[0.10178577899932861, -0.1398000717163086]"
954,"[-3.1566414833068848, -0.2797040641307831]"
955,"[0.10151704400777817, -0.13116687536239624]"
956,"[0.10147224366664886, -0.04639467969536781]"
957,"[0.10160661488771439, 0.1992887258529663]"
958,"[0.10156182944774628, -0.21593907475471497]"
959,"[0.10133787989616394, 0.20792190730571747]"
960,"[0.10129307955503464, -0.2073058933019638]"
961,"[0.10142745077610016, 0.038377512246370316]"
962,"[-0.9308533668518066, -0.005837972275912762]"
963,"[0.09972541779279709, -0.240278959274292]"
964,"[0.09968062490224838, -0.15550675988197327]"
965,"[0.0998149886727333, 0.09017664194107056]"
966,"[0.0997701957821846, 0.17494884133338928]"
967,"[0.09954625368118286, 0.09880983084440231]"
968,"[0.09950146079063416, 0.18358203768730164]"
969,"[0.09963582456111908, -0.07073455303907394]"
970,"[0.09959103912115097, 0.014037641696631908]"
971,"[0.09936708956956863, -0.062101367861032486]"
972,"[0.09932228922843933, 0.02267082966864109]"
973,"[0.09945666790008545, -0.23164576292037964]"
974,"[0.09941187500953674, -0.1468735635280609]"
975,"[0.0991879254579544, -0.22301258146762848]"
976,"[0.0991431325674057, -0.13824038207530975]"
977,"[0.09927750378847122, 0.10744302719831467]"
978,"[0.09923271834850311, 0.1922152191400528]"
979,"[0.1004420593380928, -0.09663412719964981]"
980,"[0.1003972738981247, -0.011861920356750488]"
981,"[0.10053164511919022, 0.23382148146629333]"
982,"[0.10048685222864151, -0.18140631914138794]"
983,"[0.10026289522647858, 0.2424546629190445]"
984,"[0.10021810978651047, -0.17277313768863678]"
985,"[0.10035248845815659, 0.07291027158498764]"
986,"[0.10030768811702728, 0.15768246352672577]"
987,"[0.10008373111486435, 0.0815434604883194]"
988,"[0.10003895312547684, 0.16631565988063812]"
989,"[0.10017332434654236, -0.08800093084573746]"
990,"[0.10012852400541306, -0.003228733316063881]"
991,"[0.09990458190441132, -0.0793677419424057]"
992,"[0.09985978901386261, 0.005404454190284014]"
993,"[0.09999416023492813, -0.24891214072704315]"
994,"[0.09994935989379883, -0.16413994133472443]"
995,"[0.10975851863622665, -0.22925134003162384]"
996,"[0.10971373319625854, -0.14447914063930511]"
997,"[0.10984810441732407, 0.1012042686343193]"
998,"[0.10980331152677536, 0.18597646057605743]"
999,"[0.10957935452461243, 0.10983745753765106]"
1000,"[0.10953456908464432, 0.1946096569299698]"
1001,"[0.10966894030570984, -0.059706948697566986]"
1002,"[0.10962414741516113, 0.025065258145332336]"
1003,"[-0.9716419577598572, 0.05662048980593681]"
1004,"[0.10935541242361069, 0.033698443323373795]"
1005,"[0.10948978364467621, -0.2206181436777115]"
1006,"[0.1094449833035469, -0.13584594428539276]"
1007,"[0.10922103375196457, -0.21198496222496033]"
1008,"[0.10917624831199646, -0.1272127628326416]"
1009,"[0.10931061208248138, 0.11847064644098282]"
1010,"[0.10926581919193268, 0.20324283838272095]"
1011,"[-3.2119476795196533, -0.5498709678649902]"
1012,"[0.11043037474155426, -0.0008343122899532318]"
1013,"[0.11056476086378098, 0.2448491007089615]"
1014,"[0.11051996797323227, -0.1703786998987198]"
1015,"[0.11029600352048874, -0.24651771783828735]"
1016,"[0.11025121808052063, -0.16174551844596863]"
1017,"[0.11038559675216675, 0.0839378833770752]"
1018,"[0.11034080386161804, 0.16871008276939392]"
1019,"[0.11011683940887451, 0.09257107228040695]"
1020,"[0.1100720539689064, 0.17734327912330627]"
1021,"[0.11020643264055252, -0.0769733190536499]"
1022,"[0.11016163975000381, 0.007798875216394663]"
1023,"[0.10993768274784088, -0.06834013760089874]"
1024,"[0.10989289730787277, 0.016432061791419983]"
1025,"[0.1100272685289383, -0.237884521484375]"
1026,"[0.10998246818780899, -0.15311232209205627]"
1027,"[0.10832522064447403, -0.016541002318263054]"
1028,"[0.10828042775392532, 0.06823120266199112]"
1029,"[0.10841479897499084, -0.18608538806438446]"
1030,"[0.10837001353502274, -0.10131319612264633]"
1031,"[0.1081460565328598, -0.1774522066116333]"
1032,"[0.1081012636423111, -0.09268000721931458]"
1033,"[0.10823563486337662, 0.15300339460372925]"
1034,"[0.10819084942340851, 0.23777559399604797]"
1035,"[0.10796689242124557, 0.1616365909576416]"
1036,"[0.10792209953069687, 0.24640879034996033]"
1037,"[0.10805647820234299, -0.00790780782699585]"
1038,"[0.10801169276237488, 0.07686439156532288]"
1039,"[0.10778772830963135, 0.0007253793301060796]"
1040,"[0.10774293541908264, 0.08549758046865463]"
1041,"[0.10787731409072876, -0.16881901025772095]"
1042,"[0.10783252865076065, -0.08404681831598282]"
1043,"[0.10904187709093094, 0.12710383534431458]"
1044,"[0.10899708420038223, 0.2118760347366333]"
1045,"[0.10913144797086716, -0.042440567165613174]"
1046,"[0.10908665508031845, 0.04233163222670555]"
1047,"[0.10886271297931671, -0.03380737826228142]"
1048,"[0.108817920088768, 0.05096482113003731]"
1049,"[0.10895228385925293, -0.20335176587104797]"
1050,"[0.10890749841928482, -0.11857956647872925]"
1051,"[0.10868354886770248, -0.19471858441829681]"
1052,"[0.10863874852657318, -0.10994637757539749]"
1053,"[0.1087731197476387, 0.13573701679706573]"
1054,"[0.10872834175825119, 0.22050921618938446]"
1055,"[0.10850438475608826, 0.1443702131509781]"
1056,"[0.10845959186553955, 0.22914241254329681]"
1057,"[0.10859396308660507, -0.02517419122159481]"
1058,"[0.10854917764663696, 0.059598006308078766]"
1059,"[0.1068919226527214, 0.19616934657096863]"
1060,"[0.1068471297621727, -0.21905845403671265]"
1061,"[0.10698149353265762, 0.02662494219839573]"
1062,"[0.10693670809268951, 0.1113971471786499]"
1063,"[0.10671275854110718, 0.03525813668966293]"
1064,"[0.10666796565055847, 0.12003033608198166]"
1065,"[0.10680233687162399, -0.13428625464439392]"
1066,"[0.10675754398107529, -0.04951407015323639]"
1067,"[0.10653359442949295, -0.12565307319164276]"
1068,"[0.10648880898952484, -0.040880873799324036]"
1069,"[0.10662317276000977, 0.2048025280237198]"
1070,"[0.10657837986946106, -0.2104252725839615]"
1071,"[0.10635443776845932, 0.21343572437763214]"
1072,"[0.10630963742733002, -0.20179207623004913]"
1073,"[0.10644400864839554, 0.04389132559299469]"
1074,"[0.10639922320842743, 0.12866352498531342]"
1075,"[-0.9957892298698425, -0.022724753245711327]"
1076,"[0.10756378620862961, -0.07541362941265106]"
1077,"[0.10769815742969513, 0.17026977241039276]"
1078,"[0.10765336453914642, -0.2449580281972885]"
1079,"[0.1074294000864029, 0.17890296876430511]"
1080,"[0.10738462209701538, -0.23632483184337616]"
1081,"[0.1075189933180809, 0.00935856718569994]"
1082,"[0.1074741929769516, 0.09413076192140579]"
1083,"[0.10725024342536926, 0.01799175515770912]"
1084,"[0.10720545798540115, 0.10276395082473755]"
1085,"[0.10733982920646667, -0.15155263245105743]"
1086,"[0.10729502886533737, -0.0667804405093193]"
1087,"[0.10707107931375504, -0.14291945099830627]"
1088,"[0.10702629387378693, -0.05814725533127785]"
1089,"[0.10716066509485245, 0.18753615021705627]"
1090,"[0.10711586475372314, -0.227691650390625]"
1091,"[0.10545861721038818, -0.09112031757831573]"
1092,"[0.10541382431983948, -0.006348123773932457]"
1093,"[0.1055482029914856, 0.23933528363704681]"
1094,"[0.10550341010093689, -0.17589251697063446]"
1095,"[0.10527945309877396, 0.24796847999095917]"
1096,"[0.10523466765880585, -0.1672593206167221]"
1097,"[0.10536903887987137, 0.07842407375574112]"
1098,"[0.10532424598932266, 0.16319628059864044]"
1099,"[0.10510028898715973, 0.08705727010965347]"
1100,"[0.10505550354719162, 0.1718294620513916]"
1101,"[0.10518987476825714, -0.08248712867498398]"
1102,"[0.10514508187770844, 0.002285063499584794]"
1103,"[0.1049211248755455, -0.07385393977165222]"
1104,"[0.10487633943557739, 0.01091825868934393]"
1105,"[0.10501071810722351, -0.24339833855628967]"
1106,"[0.10496591776609421, -0.15862613916397095]"
1107,"[0.10617527365684509, 0.05252451077103615]"
1108,"[0.10613047331571579, 0.13729670643806458]"
1109,"[0.10626484453678131, -0.117019884288311]"
1110,"[0.1062200590968132, -0.03224768489599228]"
1111,"[0.10599610954523087, -0.10838668793439865]"
