nodeId,embedding
559,"[0.021055052056908607, -0.07557949423789978]"
560,"[0.02118942327797413, 0.17010390758514404]"
561,"[0.02114463970065117, -0.24512389302253723]"
562,"[0.020920686423778534, 0.1787370890378952]"
563,"[0.02087588794529438, -0.23649071156978607]"
564,"[0.021010268479585648, 0.009192700497806072]"
565,"[0.02096547745168209, 0.09396489709615707]"
566,"[0.02074151486158371, 0.017825888469815254]"
567,"[0.02069673128426075, 0.10259809345006943]"
568,"[0.02083110436797142, -0.15171851217746735]"
569,"[0.020786313340067863, -0.06694631278514862]"
570,"[0.02056235820055008, -0.143085315823555]"
571,"[0.020517567172646523, -0.058313123881816864]"
572,"[0.020651940256357193, 0.18737028539180756]"
573,"[0.020607149228453636, -0.22785751521587372]"
574,"[0.01894989423453808, -0.09128618985414505]"
575,"[0.01890510320663452, -0.0065139830112457275]"
576,"[0.019039476290345192, 0.2391694188117981]"
577,"[-10.687850952148438, 3.521358013153076]"
578,"[0.018770737573504448, 0.24780260026454926]"
579,"[0.018725939095020294, -0.16742520034313202]"
580,"[-2.7992725372314453, 2.05318546295166]"
581,"[0.018815521150827408, 0.16303041577339172]"
582,"[0.01859157532453537, 0.08689140528440475]"
583,"[0.018546776846051216, 0.17166359722614288]"
584,"[0.018681149929761887, -0.0826529935002327]"
585,"[0.01863635890185833, 0.0021192042622715235]"
586,"[0.018412403762340546, -0.07401980459690094]"
587,"[-11.302204132080078, 4.228148460388184]"
588,"[0.01850198581814766, -0.2435642033815384]"
589,"[-4.71776819229126, -4.486392498016357]"
590,"[0.019666548818349838, 0.05235864594578743]"
591,"[-8.831489562988281, -5.620359897613525]"
592,"[0.019756130874156952, -0.11718574911355972]"
593,"[0.019711332395672798, -0.032413553446531296]"
594,"[0.01948738470673561, -0.10855256021022797]"
595,"[0.019442593678832054, -0.02378036640584469]"
596,"[0.019576959311962128, 0.22190304100513458]"
597,"[0.01953216828405857, -0.1933247596025467]"
598,"[0.019308222457766533, 0.23053622245788574]"
599,"[0.019263431429862976, -0.18469157814979553]"
600,"[0.0193977952003479, 0.06099183112382889]"
601,"[0.01935301162302494, 0.1457640379667282]"
602,"[0.019129058346152306, 0.06962502747774124]"
603,"[0.01908426731824875, 0.15439721941947937]"
604,"[-5.113028526306152, 2.9796431064605713]"
605,"[0.019173849374055862, -0.015147178433835506]"
606,"[0.017516594380140305, 0.12142416089773178]"
607,"[0.017471803352236748, 0.2061963528394699]"
608,"[0.01760617457330227, -0.04812024533748627]"
609,"[0.017561383545398712, 0.03665195405483246]"
610,"[0.017337430268526077, -0.03948705643415451]"
611,"[0.01729263924062252, 0.04528515040874481]"
612,"[0.01742701232433319, -0.20903144776821136]"
613,"[0.017382221296429634, -0.12425925582647324]"
614,"[-10.241504669189453, -6.162325859069824]"
615,"[0.01711348257958889, -0.11562606692314148]"
616,"[0.017247848212718964, 0.13005734980106354]"
617,"[0.017203057184815407, 0.21482953429222107]"
618,"[0.016979102045297623, 0.1386905312538147]"
619,"[0.016934320330619812, 0.22346273064613342]"
620,"[0.017068684101104736, -0.030853861942887306]"
621,"[0.01702389307320118, 0.05391833558678627]"
622,"[0.01823323965072632, -0.23493102192878723]"
623,"[0.01818844862282276, -0.1501588225364685]"
624,"[0.018322821706533432, 0.09552458673715591]"
625,"[0.018278038129210472, 0.18029679358005524]"
626,"[0.01805407740175724, 0.10415777564048767]"
627,"[0.01800929382443428, 0.1889299750328064]"
628,"[0.0181436650454998, -0.06538661569356918]"
629,"[0.018098875880241394, 0.019385579973459244]"
630,"[0.017874913290143013, -0.056753430515527725]"
631,"[0.017830129712820053, 0.02801876701414585]"
632,"[0.017964502796530724, -0.22629782557487488]"
633,"[0.017919711768627167, -0.14152562618255615]"
634,"[0.017695756629109383, -0.21766464412212372]"
635,"[0.017650965601205826, -0.132892444729805]"
636,"[0.017785338684916496, 0.11279096454381943]"
637,"[0.017740540206432343, 0.19756317138671875]"
638,"[0.02754969894886017, 0.13245177268981934]"
639,"[0.02750490978360176, 0.21722397208213806]"
640,"[0.027639281004667282, -0.03709261864423752]"
641,"[0.027594497427344322, 0.04767957702279091]"
642,"[0.02737053669989109, -0.02845943346619606]"
643,"[0.02732575312256813, 0.056312765926122665]"
644,"[0.0274601262062788, -0.1980038285255432]"
645,"[0.027415335178375244, -0.11323162913322449]"
646,"[0.027191372588276863, -0.18937064707279205]"
647,"[0.027146589010953903, -0.10459844022989273]"
648,"[0.027280962094664574, 0.1410849541425705]"
649,"[0.02723616361618042, 0.22585715353488922]"
650,"[0.027012215927243233, 0.14971815049648285]"
651,"[0.026967424899339676, 0.23449034988880157]"
652,"[0.027101797983050346, -0.019826244562864304]"
653,"[0.027056999504566193, 0.06494595110416412]"
654,"[0.02826635353267193, -0.22390340268611908]"
655,"[0.02822156250476837, -0.13913120329380035]"
656,"[-5.47085428237915, 3.1410210132598877]"
657,"[0.028311144560575485, 0.1913243979215622]"
658,"[0.02808719128370285, 0.11518539488315582]"
659,"[0.028042400255799294, 0.19995759427547455]"
660,"[0.028176771476864815, -0.05435900390148163]"
661,"[0.028131982311606407, 0.030413202941417694]"
662,"[0.02790803462266922, -0.045725807547569275]"
663,"[0.027863236144185066, 0.03904639184474945]"
664,"[0.027997609227895737, -0.21527020633220673]"
665,"[0.02795281819999218, -0.130498006939888]"
666,"[0.027728863060474396, -0.20663702487945557]"
667,"[0.02768407203257084, -0.12186481803655624]"
668,"[0.02781844511628151, 0.12381858378648758]"
669,"[0.02777366153895855, 0.2085907757282257]"
670,"[0.02611640654504299, -0.15483789145946503]"
671,"[0.026071608066558838, -0.0700656846165657]"
672,"[0.02620598115026951, 0.17561770975589752]"
673,"[0.02616119012236595, -0.23961009085178375]"
674,"[-5.598783016204834, -4.485475540161133]"
675,"[0.02589244395494461, -0.2309768944978714]"
676,"[0.02602681703865528, 0.014706511981785297]"
677,"[0.025982026010751724, 0.09947869926691055]"
678,"[0.025758080184459686, 0.02333969995379448]"
679,"[0.025713281705975533, 0.10811188817024231]"
680,"[0.025847652927041054, -0.14620469510555267]"
681,"[0.025802869349718094, -0.061432499438524246]"
682,"[0.02557891607284546, -0.1375715136528015]"
683,"[0.025534117594361305, -0.05279931053519249]"
684,"[0.025668498128652573, 0.19288408756256104]"
685,"[0.025623707100749016, -0.22234371304512024]"
686,"[0.026833053678274155, -0.011193057522177696]"
687,"[0.026788262650370598, 0.07357914000749588]"
688,"[0.02692263573408127, -0.1807374507188797]"
689,"[0.026877837255597115, -0.09596525877714157]"
690,"[0.026653889566659927, -0.17210426926612854]"
691,"[0.02660909853875637, -0.08733206987380981]"
692,"[0.02674347162246704, 0.158351331949234]"
693,"[0.026698680594563484, 0.24312353134155273]"
694,"[0.0264747254550457, 0.16698452830314636]"
695,"[0.026429934427142143, -0.2482432723045349]"
696,"[-16.837200164794922, -4.414553642272949]"
697,"[0.026519516482949257, 0.08221232891082764]"
698,"[0.026295563206076622, 0.006073324475437403]"
699,"[0.026250779628753662, 0.0908455178141594]"
700,"[0.026385143399238586, -0.1634710729122162]"
701,"[0.02634035423398018, -0.07869888097047806]"
702,"[0.024683097377419472, 0.057872455567121506]"
703,"[0.024638306349515915, 0.14264464378356934]"
704,"[0.024772686883807182, -0.11167194694280624]"
705,"[0.02472788840532303, -0.02689974196255207]"
706,"[0.024503935128450394, -0.10303875058889389]"
707,"[0.024459151551127434, -0.018266553059220314]"
708,"[0.024593524634838104, 0.22741684317588806]"
709,"[-9.676872253417969, -5.832669734954834]"
710,"[0.024324778467416763, 0.23605003952980042]"
711,"[0.024279987439513206, -0.17917776107788086]"
712,"[0.024414360523223877, 0.06650564074516296]"
713,"[0.024369562044739723, 0.1512778401374817]"
714,"[0.024145614355802536, 0.07513882964849472]"
715,"[0.02410082332789898, 0.15991102159023285]"
716,"[0.024235188961029053, -0.09440556168556213]"
717,"[0.024190397933125496, -0.009633366018533707]"
718,"[0.025399744510650635, 0.2015172839164734]"
719,"[-8.48061752319336, 2.9905929565429688]"
720,"[0.025489334017038345, 0.03197288513183594]"
721,"[0.02544454298913479, 0.11674507707357407]"
722,"[-8.746438980102539, -4.968751907348633]"
723,"[0.025175798684358597, 0.12537826597690582]"
724,"[0.025310169905424118, -0.12893831729888916]"
725,"[0.02526537887752056, -0.04416612535715103]"
726,"[0.025041425600647926, -0.120305135846138]"
727,"[0.02499663457274437, -0.035532936453819275]"
728,"[0.02513100765645504, 0.21015046536922455]"
729,"[0.025086216628551483, -0.20507733523845673]"
730,"[-5.044459342956543, 2.810865640640259]"
731,"[0.024817470461130142, -0.19644413888454437]"
732,"[0.024951843544840813, 0.04923927038908005]"
733,"[0.024907059967517853, 0.13401146233081818]"
734,"[0.023249804973602295, -0.22941720485687256]"
735,"[0.02320500649511814, -0.14464500546455383]"
736,"[0.02333937957882881, 0.10103840380907059]"
737,"[0.023294588550925255, 0.18581059575080872]"
738,"[0.02307063341140747, 0.10967158526182175]"
739,"[0.023025842383503914, 0.19444377720355988]"
740,"[0.023160215467214584, -0.05987280607223511]"
741,"[0.023115431889891624, 0.02489939145743847]"
742,"[0.022891469299793243, -0.05123962089419365]"
743,"[0.022846678271889687, 0.033532578498125076]"
744,"[0.022981051355600357, -0.2207840234041214]"
745,"[0.022936267778277397, -0.13601182401180267]"
746,"[0.022712307050824165, -0.21215082705020905]"
747,"[0.022667523473501205, -0.12737862765789032]"
748,"[0.022801896557211876, 0.1183047741651535]"
749,"[0.02275710552930832, 0.20307697355747223]"
750,"[0.023966452106833458, -0.08577238023281097]"
751,"[0.0239216610789299, -0.0010001788614317775]"
752,"[0.024056024849414825, 0.24468322098255157]"
753,"[-7.096874237060547, 2.5704147815704346]"
754,"[0.02378728799521923, -0.24668358266353607]"
755,"[0.023742496967315674, -0.16191138327121735]"
756,"[0.023876862600445747, 0.08377201855182648]"
757,"[0.023832079023122787, 0.1685442179441452]"
758,"[0.023608123883605003, 0.09240521490573883]"
759,"[0.023563332855701447, 0.17717739939689636]"
760,"[0.023697705939412117, -0.07713919132947922]"
761,"[0.02365291491150856, 0.007633008528500795]"
762,"[0.023428961634635925, -0.06850600242614746]"
763,"[0.02338417060673237, 0.016266202554106712]"
764,"[0.02351854182779789, -0.2380504012107849]"
765,"[0.023473750799894333, -0.1532782018184662]"
766,"[0.03328290954232216, -0.2183895856142044]"
767,"[0.03323812037706375, -0.13361738622188568]"
768,"[0.033372484147548676, 0.11206600815057755]"
769,"[0.033327702432870865, 0.19683821499347687]"
770,"[0.03310374915599823, 0.1206991970539093]"
771,"[0.03305894881486893, 0.20547139644622803]"
772,"[0.03319332003593445, -0.048845190554857254]"
773,"[0.03314853832125664, 0.035926997661590576]"
774,"[0.032924585044384, -0.040212005376815796]"
775,"[0.0328797847032547, 0.04456018656492233]"
776,"[0.033014167100191116, -0.20975640416145325]"
777,"[0.03296937420964241, -0.12498420476913452]"
778,"[0.032745420932769775, -0.2011232078075409]"
779,"[0.03270062804222107, -0.11635101586580276]"
780,"[0.03283500298857689, 0.12933239340782166]"
781,"[0.03279021009802818, 0.21410459280014038]"
782,"[0.03399955853819847, -0.07474476099014282]"
783,"[0.033954765647649765, 0.010027437470853329]"
784,"[0.034089140594005585, -0.24428915977478027]"
785,"[0.03404434770345688, -0.15951696038246155]"
786,"[0.033820394426584244, -0.23565596342086792]"
787,"[0.033775608986616135, -0.1508837640285492]"
788,"[0.033909983932971954, 0.09479963779449463]"
789,"[0.03386518359184265, 0.17957183718681335]"
790,"[0.033641230314970016, 0.10343281924724579]"
791,"[0.033596448600292206, 0.18820501863956451]"
792,"[0.03373081982135773, -0.06611156463623047]"
793,"[0.03368602320551872, 0.01866062358021736]"
794,"[0.033462073653936386, -0.05747837945818901]"
795,"[0.03341728448867798, 0.027293812483549118]"
796,"[0.0335516482591629, -0.22702278196811676]"
797,"[0.033506859093904495, -0.14225058257579803]"
798,"[0.03184960409998894, -0.005679246503859758]"
799,"[0.03180481866002083, 0.07909294217824936]"
800,"[0.03193919360637665, -0.17522364854812622]"
801,"[0.031894393265247345, -0.0904514417052269]"
802,"[0.03167044743895531, -0.16659045219421387]"
803,"[0.0316256545484066, -0.08181826025247574]"
804,"[0.03176002949476242, 0.16386514902114868]"
805,"[0.03171522915363312, 0.2486373484134674]"
806,"[0.03149128332734108, 0.17249833047389984]"
807,"[0.031446490436792374, -0.24272947013378143]"
808,"[0.03158086538314819, 0.002953933784738183]"
809,"[0.03153606504201889, 0.08772613108158112]"
810,"[0.03131211921572685, 0.011587121523916721]"
811,"[0.031267330050468445, 0.09635932743549347]"
812,"[0.031401701271533966, -0.1579572707414627]"
813,"[0.03135691210627556, -0.07318507134914398]"
814,"[0.032566264271736145, 0.13796557486057281]"
815,"[0.03252146765589714, 0.22273777425289154]"
816,"[0.03265583887696266, -0.03157881647348404]"
817,"[0.032611045986413956, 0.053193382918834686]"
818,"[0.03238709270954132, -0.022945621982216835]"
819,"[0.03234230354428291, 0.061826568096876144]"
820,"[0.032476674765348434, -0.19249002635478973]"
821,"[0.03243188560009003, -0.10771782696247101]"
822,"[0.032207928597927094, -0.18385683000087738]"
823,"[0.032163139432668686, -0.09908463060855865]"
824,"[0.03229751065373421, 0.14659877121448517]"
825,"[0.032252728939056396, 0.2313709706068039]"
826,"[0.032028764486312866, 0.15523195266723633]"
827,"[0.03198397532105446, 0.24000415205955505]"
828,"[0.03211835399270058, -0.014312434010207653]"
829,"[0.03207356482744217, 0.0704597532749176]"
830,"[0.03041630983352661, 0.20703108608722687]"
831,"[0.030371511355042458, -0.2081967145204544]"
832,"[0.03050588257610798, 0.037486691027879715]"
833,"[0.030461100861430168, 0.12225888669490814]"
834,"[0.030237145721912384, 0.04611987993121147]"
835,"[0.03019234724342823, 0.1308920830488205]"
836,"[0.030326727777719498, -0.12342450767755508]"
837,"[0.03028193674981594, -0.03865231201052666]"
838,"[0.03005797415971756, -0.11479131877422333]"
839,"[0.0300131905823946, -0.03001912496984005]"
840,"[0.03014756366610527, 0.21566428244113922]"
841,"[0.030102772638201714, -0.19956351816654205]"
842,"[0.029878811910748482, 0.22429746389389038]"
843,"[0.029834028333425522, -0.1909303367137909]"
844,"[0.029968399554491043, 0.05475306510925293]"
845,"[0.029923608526587486, 0.13952526450157166]"
846,"[-2.2346508502960205, 1.7815189361572266]"
847,"[0.03108816407620907, -0.06455188244581223]"
848,"[0.03122253715991974, 0.1811315268278122]"
849,"[0.031177746132016182, -0.23409627377986908]"
850,"[0.030953792855143547, 0.18976470828056335]"
851,"[0.030909009277820587, -0.22546309232711792]"
852,"[0.03104337491095066, 0.0202203169465065]"
853,"[0.030998583883047104, 0.10499251633882523]"
854,"[0.030774636194109917, 0.028853503987193108]"
855,"[0.030729837715625763, 0.11362569779157639]"
856,"[0.030864210799336433, -0.1406908929347992]"
857,"[0.030819419771432877, -0.05591868609189987]"
858,"[0.03059547208249569, -0.13205769658088684]"
859,"[0.030550673604011536, -0.047285500913858414]"
860,"[0.030685046687722206, 0.1983979046344757]"
861,"[0.03064025565981865, -0.21682989597320557]"
862,"[0.02898300066590309, -0.0802585631608963]"
863,"[0.02893821708858013, 0.004513632971793413]"
864,"[0.029072590172290802, -0.24980296194553375]"
865,"[0.029027791693806648, -0.16503076255321503]"
866,"[0.02880384400486946, -0.2411697804927826]"
867,"[-10.043472290039062, 3.4769303798675537]"
868,"[0.028893418610095978, 0.08928582072257996]"
869,"[0.02884862758219242, 0.17405802011489868]"
870,"[0.028624681755900383, 0.09791900962591171]"
871,"[0.028579890727996826, 0.18269121646881104]"
872,"[0.0287142563611269, -0.07162537425756454]"
873,"[0.02866947278380394, 0.013146820478141308]"
874,"[0.028445517644286156, -0.06299219280481339]"
875,"[0.028400719165802002, 0.02178000845015049]"
876,"[0.028535092249512672, -0.23253658413887024]"
877,"[0.028490308672189713, -0.1477643847465515]"
878,"[0.02969965524971485, 0.06338626146316528]"
879,"[0.029654864221811295, 0.148158460855484]"
880,"[0.029789237305521965, -0.10615813732147217]"
881,"[0.029744446277618408, -0.021385937929153442]"
882,"[0.029520491138100624, -0.09752494841814041]"
883,"[0.029475700110197067, -0.012752742506563663]"
884,"[0.029610073193907738, 0.23293066024780273]"
885,"[0.02956528216600418, -0.18229714035987854]"
886,"[-5.285099029541016, -4.706177234649658]"
887,"[0.02929653786122799, -0.17366395890712738]"
888,"[-2.7442169189453125, 2.0273749828338623]"
889,"[-2.2114381790161133, 1.7890082597732544]"
890,"[-11.366012573242188, 4.277042865753174]"
891,"[0.02911738120019436, 0.16542483866214752]"
892,"[0.02925175428390503, -0.08889175206422806]"
893,"[0.029206955805420876, -0.0041195545345544815]"
894,"[0.03901611641049385, -0.06923095881938934]"
895,"[0.038971323519945145, 0.015541241504251957]"
896,"[0.039105694741010666, -0.2387753427028656]"
897,"[0.03906090557575226, -0.15400314331054688]"
898,"[-4.42697286605835, -4.1507368087768555]"
899,"[0.03879215940833092, -0.14536996185779572]"
900,"[0.03892653435468674, 0.1003134474158287]"
901,"[0.03888174146413803, 0.18508563935756683]"
902,"[0.038657788187265396, 0.10894663631916046]"
903,"[0.03861299529671669, 0.1937188357114792]"
904,"[0.03874737024307251, -0.06059776991605759]"
905,"[0.038702577352523804, 0.024174436926841736]"
906,"[0.03847862407565117, -0.05196457356214523]"
907,"[-10.355255126953125, 3.408308267593384]"
908,"[0.03856821358203888, -0.2215089648962021]"
909,"[0.038523413240909576, -0.13673676550388336]"
910,"[0.03973276913166046, 0.07441387325525284]"
911,"[0.03968796879053116, 0.15918608009815216]"
912,"[0.03982234373688698, -0.09513051807880402]"
913,"[0.03977755829691887, -0.010358321480453014]"
914,"[0.03955359756946564, -0.08649732917547226]"
915,"[0.03950880840420723, -0.0017251336248591542]"
916,"[0.03964317962527275, 0.2439582794904709]"
917,"[0.03959839791059494, -0.1712695211172104]"
918,"[0.03937443345785141, -0.24740853905677795]"
919,"[-8.361186027526855, -5.430344104766846]"
920,"[0.03946402296423912, 0.0830470621585846]"
921,"[0.03941923379898071, 0.16781926155090332]"
922,"[0.03919526934623718, 0.09168025106191635]"
923,"[0.03915048763155937, 0.17645245790481567]"
924,"[0.03928485885262489, -0.0778641477227211]"
925,"[0.039240069687366486, 0.006908053997904062]"
926,"[0.03758281469345093, 0.1434793919324875]"
927,"[0.037538014352321625, 0.2282515913248062]"
928,"[0.03767239674925804, -0.02606501244008541]"
929,"[-1.9452276229858398, 1.7042895555496216]"
930,"[0.0374036505818367, -0.017431823536753654]"
931,"[0.037358857691287994, 0.06734038144350052]"
932,"[0.037493232637643814, -0.18697620928287506]"
933,"[0.03744843974709511, -0.10220401734113693]"
934,"[-4.35990571975708, -3.9303338527679443]"
935,"[0.037179697304964066, -0.09357082843780518]"
936,"[0.03731406852602959, 0.15211257338523865]"
937,"[0.03726927563548088, 0.23688477277755737]"
938,"[0.037045322358608246, 0.160745769739151]"
939,"[0.03700053319334984, 0.24551796913146973]"
940,"[0.03713490441441536, -0.008798629976809025]"
941,"[-7.511960983276367, -5.649319648742676]"
942,"[-9.783673286437988, -6.361916542053223]"
943,"[0.03825467824935913, -0.1281035840511322]"
944,"[0.038389042019844055, 0.11757982522249222]"
945,"[0.03834425285458565, 0.20235201716423035]"
946,"[0.03812030330300331, 0.12621301412582397]"
947,"[0.038075514137744904, 0.2109852135181427]"
948,"[0.03820987790822983, -0.043331388384103775]"
949,"[0.03816508874297142, 0.04144081100821495]"
950,"[0.037941139191389084, -0.03469819948077202]"
951,"[0.037896350026130676, 0.05007399991154671]"
952,"[0.0380307137966156, -0.20424258708953857]"
953,"[0.03798592463135719, -0.11947038769721985]"
954,"[-7.368168830871582, -5.986701488494873]"
955,"[0.03771717846393585, -0.11083719879388809]"
956,"[0.03785154968500137, 0.13484619557857513]"
957,"[0.03780676797032356, 0.21961839497089386]"
958,"[0.036149512976408005, -0.14381027221679688]"
959,"[0.0361047200858593, -0.05903807654976845]"
960,"[0.03623909503221512, 0.18664532899856567]"
961,"[0.036194294691085815, -0.2285824716091156]"
962,"[0.03597034886479378, 0.19527852535247803]"
963,"[0.03592555969953537, -0.21994927525520325]"
964,"[0.036059923470020294, 0.02573412097990513]"
965,"[0.036015141755342484, 0.1105063259601593]"
966,"[0.03579118475317955, 0.03436731547117233]"
967,"[0.03574639558792114, 0.11913951486349106]"
968,"[0.035880766808986664, -0.13517707586288452]"
969,"[0.035835977643728256, -0.05040489137172699]"
970,"[0.03561202064156532, -0.12654389441013336]"
971,"[0.03556723892688751, -0.041771695017814636]"
972,"[0.035701602697372437, 0.2039117068052292]"
973,"[0.03565681353211403, -0.2113160938024521]"
974,"[0.03686615824699402, -0.00016544204845558852]"
975,"[0.03682136908173561, 0.08460675925016403]"
976,"[0.03695574030280113, -0.16970983147621155]"
977,"[0.03691095858812332, -0.08493763208389282]"
978,"[0.03668699413537979, -0.1610766500234604]"
979,"[0.036642204970121384, -0.07630444318056107]"
980,"[0.0367765836417675, 0.16937895119190216]"
981,"[0.036731794476509094, -0.2458488494157791]"
982,"[0.03650783374905586, 0.17801214754581451]"
983,"[0.03646304830908775, -0.23721565306186676]"
984,"[0.03659742325544357, 0.008467745035886765]"
985,"[0.03655262291431427, 0.09323994070291519]"
986,"[0.03632867708802223, 0.017100932076573372]"
987,"[0.036283884197473526, 0.10187312960624695]"
988,"[0.036418259143829346, -0.15244345366954803]"
989,"[0.03637345880270004, -0.06767125427722931]"
990,"[0.034716203808784485, 0.06890006363391876]"
991,"[0.034671422094106674, 0.1536722630262375]"
992,"[0.034805793315172195, -0.1006443202495575]"
993,"[-8.331263542175293, 2.9352269172668457]"
994,"[0.03453703969717026, -0.09201113879680634]"
995,"[0.03449225798249245, -0.007238945458084345]"
996,"[0.03462662920355797, 0.2384444624185562]"
997,"[0.03458184003829956, -0.17678333818912506]"
998,"[0.03435788303613663, 0.24707765877246857]"
999,"[0.03431309387087822, -0.1681501418352127]"
1000,"[0.03444746509194374, 0.07753325253725052]"
1001,"[0.03440267592668533, 0.16230545938014984]"
1002,"[0.0341787226498127, 0.08616644889116287]"
1003,"[-3.8106820583343506, -3.85703706741333]"
1004,"[0.03426830470561981, -0.08337794989347458]"
1005,"[0.034223511815071106, 0.0013942421646788716]"
1006,"[0.035432860255241394, 0.21254490315914154]"
1007,"[0.03538806736469269, -0.20268289744853973]"
1008,"[0.03552243858575821, 0.04300050437450409]"
1009,"[0.0354776494204998, 0.12777270376682281]"
1010,"[0.035253703594207764, 0.05163368955254555]"
1011,"[-3.7118239402770996, -3.812758207321167]"
1012,"[0.03534327819943428, -0.11791069805622101]"
1013,"[0.035298485308885574, -0.03313850611448288]"
1014,"[0.035074539482593536, -0.10927750915288925]"
1015,"[-7.1243085861206055, 2.780409812927246]"
1016,"[0.03516411408782005, 0.2211780846118927]"
1017,"[0.035119328647851944, -0.19404971599578857]"
1018,"[0.03489536792039871, 0.22981128096580505]"
1019,"[0.034850578755140305, -0.18541651964187622]"
1020,"[0.034984949976205826, 0.060266878455877304]"
1021,"[0.03494016453623772, 0.14503908157348633]"
1022,"[-0.0011163256131112576, -0.11334142088890076]"
1023,"[-0.0011611165245994925, -0.028569215908646584]"
1024,"[-0.0010267439065501094, 0.2171141803264618]"
1025,"[-0.0010715348180383444, -0.19811362028121948]"
1026,"[-0.0012954892590641975, 0.22574737668037415]"
1027,"[-0.0013402726035565138, -0.18948042392730713]"
1028,"[-0.0012058999855071306, 0.056202974170446396]"
1029,"[-0.0012506983475759625, 0.14097517728805542]"
1030,"[-0.0014746527886018157, 0.06483615934848785]"
1031,"[-0.001519436133094132, 0.14960835874080658]"
1032,"[-0.0013850635150447488, -0.1047082245349884]"
1033,"[-0.0014298618771135807, -0.019936034455895424]"
1034,"[-0.001653808867558837, -0.09607503563165665]"
1035,"[-0.001698599779047072, -0.011302847415208817]"
1036,"[-0.001564227044582367, 0.2343805581331253]"
1037,"[-0.0016090254066511989, -0.18084724247455597]"
1038,"[-0.00039967894554138184, 0.030303405597805977]"
1039,"[-0.00044446237734518945, 0.11507560312747955]"
1040,"[-0.0003100897010881454, -0.13924098014831543]"
1041,"[-0.00035488061257638037, -0.054468784481287]"
1042,"[-0.000578842475079, -0.13060779869556427]"
1043,"[-0.0006236259359866381, -0.045835595577955246]"
1044,"[-0.000489253259729594, 0.19984780251979828]"
1045,"[-0.000534044171217829, -0.215379998087883]"
1046,"[-0.0007579985540360212, 0.20848099887371063]"
1047,"[-0.0008027894655242562, -0.20674680173397064]"
1048,"[-0.0006684167892672122, 0.038936592638492584]"
1049,"[-0.0007132077007554471, 0.1237087994813919]"
1050,"[-11.325909614562988, 4.207857608795166]"
1051,"[-0.0009819529950618744, 0.13234198093414307]"
1052,"[-0.0008475803770124912, -0.12197460979223251]"
1053,"[-0.0008923637797124684, -0.03720241039991379]"
1054,"[-6.718651294708252, -5.2605061531066895]"
1055,"[-0.0025944174267351627, 0.1841411143541336]"
1056,"[-0.0024600448086857796, -0.07017547637224197]"
1057,"[-0.0025048356037586927, 0.014596722088754177]"
1058,"[-0.002728782594203949, -0.06154228001832962]"
1059,"[-0.0027735810726881027, 0.02322991006076336]"
1060,"[-0.0026392084546387196, -0.23108668625354767]"
1061,"[-0.0026839992497116327, -0.14631448686122894]"
1062,"[-0.002907953690737486, -0.22245348989963531]"
1063,"[-0.002952744485810399, -0.1376812905073166]"
1064,"[-0.002818371867761016, 0.10800211131572723]"
1065,"[-0.002863155212253332, 0.19277431070804596]"
1066,"[-0.0030871171038597822, 0.1166352927684784]"
1067,"[-5.27982759475708, -4.589900970458984]"
1068,"[-0.002997528063133359, -0.05290909484028816]"
1069,"[-0.003042318858206272, 0.031863097101449966]"
1070,"[-0.001832972397096455, 0.24301375448703766]"
1071,"[-0.00187776330858469, -0.17221404612064362]"
1072,"[-0.001743398024700582, 0.07346934825181961]"
1073,"[-0.001788188936188817, 0.15824155509471893]"
1074,"[-0.0020121359266340733, 0.08210253715515137]"
1075,"[-4.252089977264404, 2.7671427726745605]"
1076,"[-0.001922561670653522, -0.08744185417890549]"
1077,"[-0.00196734513156116, -0.0026696601416915655]"
1078,"[-0.0021912995725870132, -0.07880866527557373]"
1079,"[-0.0022360978182405233, 0.005963527597486973]"
1080,"[-0.0021017177496105433, -0.24835306406021118]"
1081,"[-0.0021465085446834564, -0.16358086466789246]"
1082,"[-0.0023704629857093096, -0.23971986770629883]"
1083,"[-0.0024152540136128664, -0.1549476683139801]"
1084,"[-0.0022808811627328396, 0.09073573350906372]"
1085,"[-0.0023256721906363964, 0.17550793290138245]"
1086,"[-0.003982927650213242, -0.1879207342863083]"
1087,"[-0.004027718212455511, -0.10314854234457016]"
1088,"[-0.003893338143825531, 0.14253486692905426]"
1089,"[-0.003938136622309685, 0.22730706632137299]"
1090,"[-0.004162090830504894, 0.15116804838180542]"
1091,"[-0.004206874407827854, 0.23594024777412415]"
1092,"[-0.004072509240359068, -0.018376335501670837]"
1093,"[-0.004117300268262625, 0.06639585644006729]"
1094,"[-0.004341254476457834, -0.00974314846098423]"
1095,"[-0.004386038053780794, 0.07502904534339905]"
1096,"[-0.004251672886312008, -0.17928755283355713]"
1097,"[-0.004296463448554277, -0.0945153459906578]"
1098,"[-0.004520410671830177, -0.17065435647964478]"
1099,"[-0.004565209150314331, -0.08588215708732605]"
1100,"[-0.004430836532264948, 0.15980124473571777]"
1101,"[-6.971355438232422, 2.5760154724121094]"
1102,"[-0.003266280749812722, -0.044275905936956406]"
1103,"[-0.0033110640943050385, 0.04049628600478172]"
1104,"[-0.0031766914762556553, -0.21382030844688416]"
1105,"[-0.003221482504159212, -0.12904810905456543]"
1106,"[-0.0034454369451850653, -0.2051871120929718]"
1107,"[-0.0034902277402579784, -0.12041491270065308]"
1108,"[-0.0033558551222085953, 0.12526848912239075]"
